,embedding_dim,epochs,lr,model,num_negs_per_pos,hits@1,hits@3,hits@10,mean_reciprocal_rank
159,208,400,0.001,distmult,30,0.15765765765765766,0.3704954954954955,0.49211711711711714,0.2871764302253723
160,432,400,0.001,distmult,40,0.16328828828828829,0.31756756756756754,0.4436936936936937,0.2635640501976013
161,320,500,0.001,distmult,50,0.10022522522522523,0.2668918918918919,0.3975225225225225,0.20253749191761017
162,208,500,0.001,distmult,50,0.11711711711711711,0.27815315315315314,0.40653153153153154,0.21831075847148895
163,480,500,0.001,distmult,40,0.0990990990990991,0.26914414414414417,0.4099099099099099,0.20806294679641724
164,464,300,0.001,distmult,50,0.14752252252252251,0.3322072072072072,0.4380630630630631,0.259379506111145
165,352,400,0.001,distmult,1,0.18468468468468469,0.375,0.5,0.3001630902290344
166,496,500,0.001,distmult,1,0.20495495495495494,0.3761261261261261,0.49774774774774777,0.3137744665145874
167,240,400,0.001,distmult,30,0.17454954954954954,0.36486486486486486,0.4831081081081081,0.289290189743042
168,400,400,0.001,distmult,40,0.10698198198198199,0.2894144144144144,0.40653153153153154,0.21663102507591248
169,464,300,0.001,distmult,30,0.1554054054054054,0.3716216216216216,0.46846846846846846,0.27854615449905396
170,208,300,0.001,distmult,20,0.17117117117117117,0.32545045045045046,0.4594594594594595,0.27240028977394104
171,416,400,0.001,distmult,10,0.15878378378378377,0.32207207207207206,0.4572072072072072,0.26551946997642517
172,432,500,0.001,distmult,30,0.0945945945945946,0.25788288288288286,0.393018018018018,0.19926291704177856
173,400,400,0.001,distmult,10,0.10698198198198199,0.32319819819819817,0.4650900900900901,0.2405042499303818
174,304,500,0.001,distmult,1,0.20945945945945946,0.3885135135135135,0.4966216216216216,0.31685951352119446
175,432,400,0.001,distmult,20,0.1463963963963964,0.3153153153153153,0.45495495495495497,0.2591010332107544
176,240,400,0.001,distmult,1,0.16441441441441443,0.34234234234234234,0.46283783783783783,0.27534931898117065
177,368,400,0.001,distmult,10,0.13851351351351351,0.32319819819819817,0.47184684684684686,0.2588692605495453
178,288,500,0.001,distmult,1,0.18693693693693694,0.38513513513513514,0.5033783783783784,0.3046906590461731
179,464,300,0.001,distmult,40,0.12837837837837837,0.32882882882882886,0.44707207207207206,0.24770329892635348
180,496,400,0.001,distmult,30,0.125,0.2972972972972973,0.44481981981981983,0.2375880032777786
181,240,500,0.001,distmult,30,0.19932432432432431,0.3524774774774775,0.4831081081081081,0.298993855714798
182,192,300,0.001,distmult,10,0.20270270270270271,0.36036036036036034,0.4786036036036036,0.30332231521606445
183,368,400,0.001,distmult,20,0.12387387387387387,0.28265765765765766,0.40540540540540543,0.22801244258880615
184,272,400,0.001,distmult,1,0.17905405405405406,0.3536036036036036,0.48873873873873874,0.28938257694244385
185,384,300,0.001,distmult,10,0.1677927927927928,0.3502252252252252,0.4774774774774775,0.2800893783569336
186,224,300,0.001,distmult,1,0.22409909909909909,0.3783783783783784,0.4954954954954955,0.31943801045417786
187,272,500,0.001,distmult,1,0.22072072072072071,0.3885135135135135,0.5033783783783784,0.3245205581188202
188,416,400,0.001,distmult,20,0.13626126126126126,0.3063063063063063,0.4369369369369369,0.24564985930919647
189,336,500,0.001,distmult,1,0.22635135135135134,0.40653153153153154,0.5011261261261262,0.3321291208267212
190,512,300,0.001,distmult,40,0.1463963963963964,0.35585585585585583,0.46734234234234234,0.271348237991333
191,224,400,0.001,distmult,20,0.13063063063063063,0.3130630630630631,0.43018018018018017,0.24550008773803708
192,336,300,0.001,distmult,50,0.15202702702702703,0.35923423423423423,0.48873873873873874,0.279146283864975
193,368,300,0.001,distmult,1,0.17004504504504506,0.3704954954954955,0.5,0.29206156730651855
194,416,500,0.001,distmult,1,0.21509009009009009,0.39076576576576577,0.5011261261261262,0.3197031021118164
195,400,400,0.001,distmult,1,0.18243243243243243,0.3547297297297297,0.49436936936936937,0.2944834232330322
196,272,500,0.001,distmult,50,0.18243243243243243,0.34346846846846846,0.48986486486486486,0.2858251631259918
197,336,500,0.001,distmult,50,0.12725225225225226,0.2635135135135135,0.40315315315315314,0.2225925326347351
198,240,500,0.001,distmult,40,0.20833333333333334,0.36711711711711714,0.49436936936936937,0.30985310673713684
199,416,400,0.001,distmult,1,0.20945945945945946,0.38963963963963966,0.5033783783783784,0.31856629252433777
200,320,400,0.001,distmult,20,0.13626126126126126,0.32882882882882886,0.46621621621621623,0.25689834356307983
201,368,400,0.001,distmult,1,0.17792792792792791,0.3885135135135135,0.5056306306306306,0.30195727944374084
202,368,300,0.001,distmult,50,0.17342342342342343,0.34234234234234234,0.46396396396396394,0.2792302668094635
203,384,400,0.001,distmult,20,0.1036036036036036,0.26576576576576577,0.40315315315315314,0.21159426867961886
204,224,400,0.001,distmult,30,0.15878378378378377,0.3108108108108108,0.42680180180180183,0.2576613426208496
205,304,400,0.001,distmult,20,0.13175675675675674,0.29842342342342343,0.47072072072072074,0.24567712843418124
